,,,,,,,Daily Price Arrival Report-07-11-2025 to 25-04-2026 for Haryana,,,,,,
Haryana,Karnal,Asandh,Wheat,Other,FAQ,18/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,21/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,25/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,27/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,02/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,06/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,28/04/2004,630,630,630,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,05/04/2010,1100,1100,1100,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,06/04/2010,1100,1100,1100,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,12/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,13/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,15/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,17/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,28/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,01/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,03/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,05/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,10/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,16/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,12/05/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,16/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,20/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,22/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,23/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,24/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,26/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,16/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,21/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,22/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,25/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,28/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,15/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,17/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,19/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,30/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,05/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,10/04/2010,1100,1100,1100,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,20/04/2004,630,630,630,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,22/04/2004,630,630,630,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,23/04/2004,630,630,630,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,24/04/2004,630,630,630,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,21/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,30/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,07/05/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,05/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,07/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,10/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,11/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,16/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,25/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,27/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,30/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,16/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,22/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,25/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,26/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,12/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,13/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,27/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,19/04/2025,2425,2426,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,23/04/2025,2425,2426,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,08/04/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,25/04/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,15/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,17/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,19/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,29/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,05/05/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,08/05/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,09/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,20/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,01/05/2009,2500,2500,2500,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,09/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,10/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,14/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,15/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,16/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,23/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,24/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,27/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,02/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,04/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,08/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,12/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,18/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,29/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,01/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,03/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,04/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,13/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,17/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,18/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,20/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,05/05/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,07/05/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,07/04/2010,1100,1100,1100,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,08/04/2010,1100,1100,1100,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,11/04/2010,1100,1100,1100,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,20/04/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,24/04/2025,2425,2426,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,30/04/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,12/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,14/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,26/04/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,11/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,12/05/2011,1120,1120,1120,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,18/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,23/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,27/04/2015,1450,1450,1450,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,21/04/2004,630,630,630,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,26/04/2004,630,630,630,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,08/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,12/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,19/04/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,05/05/2009,1080,1080,1080,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,09/04/2010,1100,1100,1100,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,19/04/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,09/05/2014,1400,1400,1400,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,11/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,18/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,20/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,25/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,26/04/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,08/05/2018,1735,1735,1735,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,14/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,17/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,29/04/2013,1350,1350,1350,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,11/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,18/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,20/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,21/04/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,07/05/2008,1000,1000,1000,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,01/05/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,08/05/2025,2425,2426,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,15/05/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,17/04/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,18/04/2025,2425,2425,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,21/04/2025,2425,2426,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,26/04/2025,2425,2426,2425,1
Haryana,Karnal,Asandh,Wheat,Other,FAQ,29/04/2025,2425,2426,2425,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,10/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,13/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,14/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,17/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,15/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,16/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,20/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,06/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,19/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,12/04/2026,2585,2585,2585,1
Haryana,Karnal,Asandh APMC,Wheat,Other,Local,18/04/2026,2585,2585,2585,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,19/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,28/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,29/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,01/05/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,05/05/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,07/05/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,02/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,03/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,04/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,06/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,12/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,15/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,22/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,27/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,30/03/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,10/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,21/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,22/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,24/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,01/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,04/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,06/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,31/10/2008,930,2900,2200,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,06/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,13/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,14/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,15/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,26/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,07/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,20/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,24/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,25/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,28/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,23/04/2020,1925,1925,1925,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,24/05/2020,1925,1925,1925,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,16/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,25/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,28/04/2018,1735,1736,1736,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,05/04/2025,2426,2426,2426,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,13/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,17/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,19/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,25/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,30/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,12/05/2025,2430,2440,2430,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,13/05/2025,2425,2440,2425,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,06/05/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,20/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,21/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,24/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,20/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,21/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,27/04/2018,1736,1736,1736,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,30/04/2018,1736,1736,1736,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,09/05/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,07/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,08/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,24/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,25/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,05/05/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,04/04/2007,750,871,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,08/04/2007,750,855,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,17/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,25/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,27/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,28/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,29/04/2007,750,850,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,01/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,02/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,19/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,03/02/2008,360,360,360,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,12/03/2008,500,500,500,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,07/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,15/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,17/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,18/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,19/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,27/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,28/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,29/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,02/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,08/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,09/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,10/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,12/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,16/09/2008,400,400,400,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,03/05/2020,1925,1925,1925,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,16/05/2020,1925,1925,1925,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,22/05/2020,1925,1925,1925,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,23/05/2020,1925,1925,1925,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,21/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,12/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,05/04/2007,750,876,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,07/04/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,09/04/2007,750,855,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,10/04/2007,750,855,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,03/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,04/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,08/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,12/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,14/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,16/05/2007,750,860,800,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,22/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,04/05/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,28/03/2009,300,400,350,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,10/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,11/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,14/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,17/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,18/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,21/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,01/05/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,23/10/2009,850,1900,1200,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,16/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,25/04/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,03/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,07/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,14/05/2008,1000,1000,1000,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,19/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,24/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,02/05/2018,1735,1736,1736,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,13/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,16/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,21/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,29/04/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,04/05/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,07/05/2019,1840,1840,1840,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,04/04/2025,2428,2430,2430,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,08/04/2025,2425,2425,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,09/04/2025,2425,2425,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,20/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,22/04/2025,2425,2430,2425,1
Haryana,Karnal,Gharaunda,Wheat,Wheat,FAQ,06/05/2025,2430,2430,2430,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,23/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,26/04/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,02/05/2015,1450,1450,1450,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,05/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,09/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,16/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,23/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,26/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,30/04/2009,1080,1080,1080,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,13/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,14/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,23/04/2018,1735,1735,1735,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,22/04/2020,1925,1925,1925,1
Haryana,Karnal,Gharaunda,Wheat,Other,FAQ,24/04/2020,1925,1925,1925,1
